Player,Recov,CK,SCA90,Att (GK),PKatt,PKatt,PKatt,Nation,Nation,Nation,Nation,Nation,Nation,Fls,GCA,1/3,Clr,Att 3rd,Att 3rd,npxG,npxG,npxG,TklW,TklW,Won%,GA,GA,L,Rec,Succ,SoT%,TO,TO,G/Sh,PKwon,Pass,Def,Def,Won,npxG/Sh,np:G-xG,Off,Crs,PKm,PrgC,PrgC,Ast,Ast,Launch%,Launch%,W,CS%,#OPA/90,Dist,Blocks,G-PK,G-PK,PSxG/SoT,Pos,Pos,Pos,Pos,Pos,Pos,/90,Def 3rd,Def 3rd,Gls,Gls,Gls,CrdY,CrdY,CrdR,CrdR,Fld,Fld,Fld,xG+xAG,PassLive,PassLive,Att Pen,SCA,PKcon,AvgLen,AvgLen,Touches,PrgDist,Tkl%,xG,xG,xG,Saves,G+A-PK,Succ%,SoT/90,Save%,Save%,Mid 3rd,Mid 3rd,PK,PK,2CrdY,Cmp%,AvgDist,D,npxG+xAG,npxG+xAG,Tkl,Tkl,Lost,Lost,Cmp,Tkl+Int,Def Pen,CS,Thr,MP,MP,Starts,Starts,PrgP,OG,OG,Mis,G-xG,90s,90s,90s,90s,90s,90s,90s,90s,SoTA,PKA,PKA,Opp,Age,Age,Age,Age,Age,Age,Age,Age,PKsv,Tkld%,PrgR,PrgR,Min,Min,PassDead,PassDead,FK,FK,Dis,GA90,GCA90,Sh/90,Carries,G/SoT,Stp%,Att,Att,Att,Att,#OPA,TotDist,PSxG,Err,Tkld,Live,PSxG+/-,Sh,Sh,Sh,Sh,SoT,xAG,xAG,CPA,G+A,G+A,Stp,Int,Int
Maximilian W̦ber,75.0,,0.85,,0.0,,0.0,at AUT,at AUT,at AUT,at AUT,at AUT,at AUT,15.0,1.0,9.0,67.0,1.0,81.0,0.7,0.05,0.7,18.0,18.0,56.3,,,,438.0,0.0,22.2,0.0,0.0,0.0,0.0,18.0,0.0,0.0,27.0,0.08,-0.7,1.0,7.0,,15.0,15.0,0.0,0.0,,,,,,13.3,32.0,0.0,0.0,,DF,DF,DF,DF,DF,DF,,9.0,381.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.1,8.0,1.0,17.0,12.0,1.0,,,858.0,1311.0,66.7,0.7,0.05,0.7,,0.0,0.0,0.14,,,15.0,400.0,0.0,0.0,0.0,,,,1.4,0.1,25.0,16.0,8.0,21.0,,52.0,110.0,,,16,,14,,54.0,,0.0,6.0,-0.7,14.1,,,14.1,14.1,14.1,14.1,14.1,,,,,24.0,,,24.0,24.0,24.0,24.0,24.0,,100.0,15.0,15.0,1266.0,,2.0,0.0,,1.0,2.0,,0.07,0.64,426.0,0.0,,,,24.0,1.0,,2264.0,,1.0,1.0,858.0,,14.0,2.0,0.0,9.0,2.0,0.6,0.05,0.0,0.0,0.0,,27.0,27.0
Luis Sinisterra,65.0,,3.43,,0.0,,0.0,co COL,co COL,co COL,co COL,co COL,co COL,14.0,2.0,17.0,2.0,4.0,215.0,3.7,0.39,3.7,14.0,14.0,50.0,,,,341.0,19.0,39.3,2.0,1.0,0.18,0.0,10.0,1.0,1.0,18.0,0.13,1.3,5.0,7.0,,30.0,30.0,0.0,0.0,,,,,,16.2,11.0,5.0,0.52,,FW,FW,FW,FW,FW,FW,,8.0,50.0,5.0,0.52,5.0,3.0,3.0,1.0,1.0,2.0,0.0,12.0,0.43,26.0,0.0,32.0,33.0,1.0,,,469.0,931.0,61.1,3.7,0.39,3.7,,0.52,45.2,1.14,,,9.0,212.0,0.0,0.0,1.0,,,,4.2,0.43,21.0,11.0,7.0,18.0,,29.0,7.0,,,19,,13,,39.0,,0.0,16.0,1.3,9.6,,,9.6,9.6,9.6,9.6,9.6,,,,,23.0,,,23.0,23.0,23.0,23.0,23.0,,40.5,84.0,84.0,867.0,,0.0,0.0,,0.0,23.0,,0.21,2.91,281.0,0.45,,,,18.0,42.0,,1740.0,,0.0,17.0,469.0,,1.0,2.0,0.0,28.0,11.0,0.4,0.04,8.0,5.0,0.52,,8.0,8.0
Crysencio Summerville,90.0,,3.09,,0.0,,0.0,nl NED,nl NED,nl NED,nl NED,nl NED,nl NED,22.0,5.0,27.0,11.0,2.0,311.0,2.9,0.18,2.9,20.0,20.0,22.7,,,,438.0,24.0,31.0,3.0,0.0,0.14,1.0,18.0,2.0,1.0,5.0,0.1,1.1,8.0,14.0,,51.0,51.0,2.0,0.13,,,,,,15.3,20.0,4.0,0.25,,FW,FW,FW,FW,FW,FW,,14.0,99.0,4.0,0.25,4.0,4.0,4.0,0.0,0.0,10.0,1.0,41.0,0.28,29.0,3.0,70.0,49.0,0.0,,,637.0,1326.0,47.8,2.9,0.18,2.9,,0.38,40.0,0.57,,,14.0,241.0,0.0,0.0,0.0,,,,4.5,0.28,30.0,11.0,12.0,17.0,,43.0,10.0,,,28,,12,,45.0,,0.0,45.0,1.1,15.8,,,15.8,15.8,15.8,15.8,15.8,,,,,20.0,,,20.0,20.0,20.0,20.0,20.0,,36.7,92.0,92.0,1426.0,,1.0,0.0,,0.0,36.0,,0.32,1.83,420.0,0.44,,,,23.0,60.0,,2617.0,,0.0,22.0,637.0,,2.0,4.0,0.0,29.0,9.0,1.6,0.1,19.0,6.0,0.38,,13.0,13.0
Diego Llorente,57.0,,0.83,,0.0,,0.0,es ESP,es ESP,es ESP,es ESP,es ESP,es ESP,6.0,1.0,1.0,24.0,0.0,15.0,0.7,0.1,0.7,10.0,10.0,72.0,,,,312.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,18.0,0.12,-0.7,0.0,1.0,,2.0,2.0,0.0,0.0,,,,,,12.5,6.0,0.0,0.0,,DF,DF,DF,DF,DF,DF,,8.0,283.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.1,5.0,1.0,6.0,6.0,0.0,,,506.0,721.0,50.0,0.7,0.1,0.7,,0.0,66.7,0.0,,,5.0,210.0,0.0,0.0,0.0,,,,0.7,0.1,13.0,4.0,4.0,7.0,,28.0,59.0,,,8,,7,,27.0,,0.0,6.0,-0.7,7.2,,,7.2,7.2,7.2,7.2,7.2,,,,,28.0,,,28.0,28.0,28.0,28.0,28.0,,33.3,1.0,1.0,649.0,,0.0,0.0,,0.0,1.0,,0.14,0.83,303.0,,,,,8.0,3.0,,1566.0,,2.0,1.0,506.0,,2.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,15.0,15.0
Adam Forshaw,37.0,,3.0,,0.0,,0.0,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,6.0,0.0,8.0,2.0,0.0,62.0,0.0,0.01,0.0,9.0,9.0,25.0,,,,186.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.03,0.0,0.0,20.0,,4.0,4.0,0.0,0.0,,,,,,26.4,9.0,0.0,0.0,,MF,MF,MF,MF,MF,MF,,5.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.18,10.0,0.0,1.0,16.0,0.0,,,293.0,360.0,41.2,0.0,0.01,0.0,,0.0,72.7,0.0,,,7.0,171.0,0.0,0.0,0.0,,,,0.9,0.18,12.0,7.0,10.0,6.0,,16.0,7.0,,,12,,5,,33.0,,0.0,6.0,0.0,5.3,,,5.3,5.3,5.3,5.3,5.3,,,,,30.0,,,30.0,30.0,30.0,30.0,30.0,,27.3,7.0,7.0,479.0,,6.0,0.0,,0.0,8.0,,0.0,0.19,179.0,,,,,17.0,11.0,,1085.0,,0.0,3.0,293.0,,1.0,0.0,0.0,1.0,0.0,0.9,0.17,0.0,0.0,0.0,,4.0,4.0
Joel Robles,2.0,0.0,0.0,90.0,0.0,3.0,0.0,es ESP,es ESP,es ESP,es ESP,es ESP,es ESP,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,11.0,11.0,3.0,44.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,52.2,75.0,0.0,0.0,0.75,,0.0,0.0,0.0,0.32,GK,GK,GK,GK,GK,GK,-0.12,0.0,129.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.1,49.4,136.0,251.0,0.0,0.0,0.0,0.0,16.0,0.0,,0.0,66.7,0.0,0.0,8.0,0.0,0.0,0.0,25.4,11.6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,101.0,0.0,20.0,4,4.0,4,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,27.0,2.0,2.0,43.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,0.0,,0.0,0.0,360.0,360.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,57.0,,4.7,71.0,32.0,1.0,0.0,3.0,337.0,10.5,1.0,0.0,136.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Sam Greenwood,31.0,,5.11,,0.0,,0.0,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,11.0,3.0,8.0,1.0,0.0,103.0,0.7,0.15,0.7,7.0,7.0,12.5,,,,119.0,3.0,16.7,0.0,0.0,0.08,0.0,8.0,0.0,0.0,1.0,0.06,0.3,0.0,43.0,,7.0,7.0,2.0,0.42,,,,,,24.2,10.0,1.0,0.21,,"MF,FW","MF,FW","MF,FW","MF,FW","MF,FW","MF,FW",,7.0,45.0,1.0,0.21,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.39,5.0,0.0,5.0,24.0,0.0,,,255.0,305.0,38.1,0.7,0.15,0.7,,0.64,37.5,0.42,,,8.0,112.0,0.0,0.0,0.0,,,,1.8,0.39,15.0,8.0,13.0,7.0,,16.0,7.0,,,18,,3,,15.0,,0.0,6.0,0.3,4.7,,,4.7,4.7,4.7,4.7,4.7,,,,,20.0,,,20.0,20.0,20.0,20.0,20.0,,50.0,10.0,10.0,424.0,,18.0,2.0,,5.0,7.0,,0.64,2.55,117.0,0.5,,,,21.0,8.0,,578.0,,0.0,4.0,255.0,,2.0,1.0,1.0,12.0,2.0,1.1,0.24,1.0,3.0,0.64,,1.0,1.0
Daniel James,7.0,,1.82,,0.0,,0.0,wls WAL,wls WAL,wls WAL,wls WAL,wls WAL,wls WAL,2.0,0.0,2.0,2.0,2.0,32.0,0.3,0.12,0.3,2.0,2.0,0.0,,,,39.0,1.0,33.3,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.09,-0.3,0.0,6.0,,6.0,6.0,0.0,0.0,,,,,,17.6,4.0,0.0,0.0,,FW,FW,FW,FW,FW,FW,,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.27,3.0,0.0,6.0,4.0,0.0,,,66.0,112.0,50.0,0.3,0.12,0.3,,0.0,16.7,0.45,,,3.0,26.0,0.0,0.0,0.0,,,,0.6,0.27,6.0,3.0,3.0,4.0,,8.0,1.0,,,4,,2,,3.0,,0.0,3.0,-0.3,2.2,,,2.2,2.2,2.2,2.2,2.2,,,,,24.0,,,24.0,24.0,24.0,24.0,24.0,,33.3,9.0,9.0,198.0,,0.0,0.0,,0.0,1.0,,0.0,1.36,35.0,0.0,,,,6.0,6.0,,233.0,,0.0,2.0,66.0,,0.0,0.0,0.0,3.0,1.0,0.3,0.15,3.0,0.0,0.0,,2.0,2.0
Georginio Rutter,7.0,,1.99,,0.0,,0.0,fr FRA,fr FRA,fr FRA,fr FRA,fr FRA,fr FRA,5.0,1.0,1.0,3.0,2.0,65.0,0.4,0.13,0.4,9.0,9.0,55.0,,,,86.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,11.0,0.1,-0.4,1.0,0.0,,5.0,5.0,1.0,0.33,,,,,,14.0,5.0,0.0,0.0,,"FW,MF","FW,MF","FW,MF","FW,MF","FW,MF","FW,MF",,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.22,5.0,1.0,20.0,6.0,0.0,,,124.0,126.0,62.5,0.4,0.13,0.4,,0.33,36.0,0.0,,,3.0,47.0,0.0,0.0,0.0,,,,0.7,0.22,10.0,5.0,3.0,9.0,,13.0,4.0,,,11,,1,,6.0,,0.0,15.0,-0.4,3.0,,,3.0,3.0,3.0,3.0,3.0,,,,,20.0,,,20.0,20.0,20.0,20.0,20.0,,52.0,21.0,21.0,273.0,,0.0,0.0,,0.0,14.0,,0.33,1.32,76.0,,,,,8.0,25.0,,351.0,,0.0,13.0,124.0,,0.0,0.0,0.0,4.0,0.0,0.3,0.1,3.0,1.0,0.33,,3.0,3.0
Joe Gelhardt,9.0,,1.7,,0.0,,0.0,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,6.0,2.0,2.0,4.0,2.0,54.0,0.8,0.36,0.8,2.0,2.0,31.3,,,,84.0,1.0,20.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.08,-0.8,0.0,1.0,,2.0,2.0,2.0,0.85,,,,,,23.5,5.0,0.0,0.0,,FW,FW,FW,FW,FW,FW,,1.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,0.55,4.0,2.0,14.0,4.0,0.0,,,115.0,66.0,60.0,0.8,0.36,0.8,,0.85,11.1,0.85,,,3.0,52.0,0.0,0.0,0.0,,,,1.3,0.55,6.0,3.0,2.0,11.0,,6.0,4.0,,,15,,1,,6.0,,0.0,9.0,-0.8,2.4,,,2.4,2.4,2.4,2.4,2.4,,,,,20.0,,,20.0,20.0,20.0,20.0,20.0,,77.8,21.0,21.0,212.0,,0.0,0.0,,1.0,7.0,,0.85,4.25,68.0,0.0,,,,5.0,9.0,,189.0,,0.0,7.0,115.0,,0.0,0.0,0.0,10.0,2.0,0.5,0.2,2.0,2.0,0.85,,0.0,0.0
Cody Drameh,5.0,,1.3,,0.0,,0.0,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,1.0,0.0,1.0,1.0,1.0,11.0,0.0,0.0,0.0,4.0,4.0,100.0,,,,23.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,DF,DF,DF,DF,DF,DF,,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,44.0,10.0,66.7,0.0,0.0,0.0,,0.0,100.0,0.0,,,4.0,26.0,0.0,0.0,0.0,,,,0.0,0.0,5.0,2.0,1.0,0.0,,6.0,1.0,,,1,,1,,2.0,,0.0,1.0,0.0,0.8,,,0.8,0.8,0.8,0.8,0.8,,,,,20.0,,,20.0,20.0,20.0,20.0,20.0,,0.0,3.0,3.0,69.0,,0.0,0.0,,0.0,1.0,,0.0,0.0,17.0,,,,,3.0,1.0,,48.0,,0.0,0.0,44.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0
Mateusz Klich,24.0,,2.26,,0.0,,0.0,pl POL,pl POL,pl POL,pl POL,pl POL,pl POL,10.0,0.0,5.0,1.0,5.0,85.0,0.2,0.05,0.2,8.0,8.0,33.3,,,,124.0,2.0,25.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.04,-0.2,0.0,8.0,,5.0,5.0,0.0,0.0,,,,,,21.7,4.0,0.0,0.0,,"MF,FW","MF,FW","MF,FW","MF,FW","MF,FW","MF,FW",,3.0,25.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.12,7.0,0.0,9.0,7.0,0.0,,,189.0,149.0,53.8,0.2,0.05,0.2,,0.0,33.3,0.32,,,4.0,82.0,0.0,0.0,0.0,,,,0.4,0.12,12.0,7.0,6.0,2.0,,12.0,3.0,,,14,,0,,16.0,,0.0,11.0,-0.2,3.1,,,3.1,3.1,3.1,3.1,3.1,,,,,32.0,,,32.0,32.0,32.0,32.0,32.0,,66.7,21.0,21.0,280.0,,0.0,0.0,,0.0,1.0,,0.0,1.29,110.0,0.0,,,,13.0,6.0,,385.0,,0.0,4.0,189.0,,0.0,0.0,0.0,4.0,1.0,0.2,0.06,2.0,0.0,0.0,,0.0,0.0
Mateo Joseph,0.0,,0.0,,0.0,,0.0,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,0.0,0.0,0.0,1.0,0.0,3.0,0.1,0.4,0.1,0.0,0.0,,,,,6.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.12,-0.1,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,15.4,1.0,0.0,0.0,,"FW,MF","FW,MF","FW,MF","FW,MF","FW,MF","FW,MF",,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1.0,0.0,0.0,,,9.0,0.0,,0.1,0.4,0.1,,0.0,0.0,3.46,,,0.0,5.0,0.0,0.0,0.0,,,,0.1,0.4,0.0,0.0,0.0,0.0,,0.0,1.0,,,3,,0,,0.0,,0.0,1.0,-0.1,0.3,,,0.3,0.3,0.3,0.3,0.3,,,,,18.0,,,18.0,18.0,18.0,18.0,18.0,,100.0,2.0,2.0,26.0,,0.0,0.0,,0.0,3.0,,0.0,3.46,5.0,0.0,,,,0.0,1.0,,13.0,,0.0,1.0,9.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Darko Gyabi,3.0,,0.0,,0.0,,0.0,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,0.0,0.0,0.0,0.0,0.0,3.0,0.1,0.72,0.1,2.0,2.0,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.06,-0.1,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,17.8,2.0,0.0,0.0,,FW,FW,FW,FW,FW,FW,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.72,0.0,0.0,1.0,0.0,0.0,,,8.0,3.0,,0.1,0.72,0.1,,0.0,0.0,0.0,,,1.0,4.0,0.0,0.0,0.0,,,,0.1,0.72,2.0,0.0,0.0,0.0,,2.0,0.0,,,1,,0,,2.0,,0.0,1.0,-0.1,0.1,,,0.1,0.1,0.1,0.1,0.1,,,,,18.0,,,18.0,18.0,18.0,18.0,18.0,,0.0,0.0,0.0,8.0,,0.0,0.0,,0.0,0.0,,0.0,11.25,4.0,,,,,0.0,1.0,,5.0,,0.0,0.0,8.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Jeremiah Chilokoa-Mullen,,,,,,,,sct SCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leo Fuhr Hjelde,,,,,,,,no NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archie Gray,,,,,,,,eng ENG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DF,MF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristoffer Klaesson,,,,,,,,no NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diogo Monteiro,,,,,,,,pt POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonny Perkins,,,,,,,,eng ENG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squad Total,2206.0,7.0,20.61,883.0,3.0,6.0,3.0,,,,,,,467.0,69.0,379.0,734.0,121.0,5587.0,45.0,1.18,45.0,480.0,480.0,49.1,78.0,78.0,21.0,12329.0,268.0,30.7,32.0,4.0,0.1,2.0,405.0,15.0,3.0,586.0,0.1,-1.0,60.0,653.0,1.0,555.0,555.0,31.0,0.82,40.8,58.2,7.0,13.2,1.82,16.6,536.0,44.0,1.16,0.32,,,,,,,-0.34,376.0,6971.0,45.0,1.18,45.0,89.0,89.0,3.0,3.0,48.0,3.0,405.0,2.09,535.0,43.0,796.0,783.0,6.0,41.1,44.1,21642.0,27062.0,47.7,47.4,1.25,47.4,108.0,1.97,39.0,3.71,60.5,0.0,343.0,9290.0,1.0,1.0,2.0,23.8,11.6,10.0,76.9,2.02,840.0,412.0,451.0,607.0,124.0,1232.0,2125.0,5.0,214.0,38,38.0,418,38.0,1429.0,1.0,1.0,602.0,-2.4,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,185.0,5.0,5.0,475.0,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,0.0,47.7,1418.0,1418.0,3420.0,3420.0,99.0,7.0,1.0,19.0,421.0,2.05,1.82,12.08,11342.0,0.31,7.6,520.0,275.0,863.0,688.0,69.0,55021.0,64.1,18.0,328.0,21639.0,-12.9,131.0,54.0,9.0,459.0,141.0,31.9,0.84,146.0,76.0,2.0,36.0,392.0,392.0
Opponent Total,2255.0,9.0,24.24,987.0,6.0,3.0,6.0,,,,,,,422.0,140.0,423.0,740.0,78.0,5573.0,62.5,1.65,62.5,427.0,427.0,50.9,48.0,48.0,7.0,14978.0,451.0,34.5,72.0,21.0,0.14,5.0,369.0,12.0,2.0,607.0,0.12,9.5,86.0,612.0,1.0,596.0,596.0,50.0,1.32,36.8,45.3,21.0,26.3,1.13,16.5,509.0,72.0,1.89,0.28,,,,,,,-0.1,379.0,8102.0,77.0,2.03,77.0,66.0,66.0,3.0,3.0,49.0,7.0,453.0,3.08,640.0,98.0,872.0,921.0,3.0,33.9,37.8,24304.0,33950.0,55.0,67.2,1.77,67.2,97.0,3.21,46.4,4.74,67.1,50.0,292.0,10849.0,5.0,5.0,1.0,31.1,14.1,10.0,112.5,2.96,749.0,328.0,268.0,586.0,153.0,1140.0,2447.0,10.0,204.0,38,38.0,418,38.0,1469.0,3.0,3.0,630.0,9.8,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,143.0,1.0,1.0,520.0,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,1.0,42.3,1455.0,1455.0,3420.0,3420.0,88.0,4.0,0.0,19.0,428.0,1.26,3.68,13.74,13328.0,0.4,6.7,492.0,285.0,596.0,973.0,43.0,67350.0,41.1,13.0,412.0,24298.0,-3.9,140.0,60.0,8.0,522.0,180.0,49.9,1.31,189.0,127.0,3.34,35.0,391.0,391.0
